Text,Label 
Tum jaise log kaam ke culture se connect nahi karte.,HATE-SPEECH 
Aise log kisi bhi environment ko unstable bana dete hain.,HATE-SPEECH 
Tum log ka contribution kaafi inconsistent hota hai.,HATE-SPEECH 
Aise log kisi bhi system ka reliability kam kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke flow ko smooth nahi hone dete.,HATE-SPEECH 
Aise log kisi bhi setup ke liye long-term issue hote hain.,HATE-SPEECH 
Tum log ka mindset hamesha problem-focused hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka standard neeche le jaate hain.,HATE-SPEECH 
Tum jaise log kaam ke liye inefficient choice ho.,HATE-SPEECH 
Aise log kisi bhi team ka synergy tod dete hain.,HATE-SPEECH 
Tum log ka approach hamesha imbalance create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye bad influence hote hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko weaken kar dete ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye constant distraction hote hain.,HATE-SPEECH 
Tum log ka behaviour hamesha off rehta hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye challenge ban jaate hain.,HATE-SPEECH 
Tum jaise log kaam ke liye low-fit option ho.,HATE-SPEECH 
Aise log kisi bhi environment ka peace disturb kar dete hain.,HATE-SPEECH 
Tum log ka contribution rarely positive hota hai.,HATE-SPEECH 
Aise log kisi bhi team ka balance kharab kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke culture ko spoil kar dete ho.,HATE-SPEECH 
Aise log kisi bhi system ke liye bottleneck ban jaate hain.,HATE-SPEECH 
Tum log ka approach hamesha inefficient hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka workflow disrupt kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ke against kaam karte ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye unnecessary noise hote hain.,HATE-SPEECH 
Tum log ka behaviour hamesha misfit create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ko negative direction mein le jaate hain.,HATE-SPEECH 
Tum jaise log kaam ke liye wrong mindset rakhte ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye long-term problem hote hain.,HATE-SPEECH 
Tum log ka contribution overall weak hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka efficiency score gira dete hain.,HATE-SPEECH 
Tum jaise log kaam ke flow ko bar-bar tod dete ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye unstable element hote hain.,HATE-SPEECH 
Tum log ka mindset hamesha resistance create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye unsuitable hote hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko dilute kar dete ho.,HATE-SPEECH 
Aise log kisi bhi team ka output kam kar dete hain.,HATE-SPEECH 
Tum log ka approach hamesha problematic hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye negative asset hote hain.,HATE-SPEECH 
Tum jaise log kaam ke liye non-serious ho.,HATE-SPEECH 
Aise log kisi bhi setup ka effectiveness reduce kar dete hain.,HATE-SPEECH 
Tum log ka behaviour hamesha mismatch laata hai.,HATE-SPEECH 
Aise log kisi bhi environment ka structure bigaad dete hain.,HATE-SPEECH 
Tum jaise log kaam ke liye bad fit ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye unwanted presence hote hain.,HATE-SPEECH 
Tum log ka contribution kaafi limited hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka growth slow kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko kabhi respect nahi karte.,HATE-SPEECH 
Aise log kisi bhi setup ke liye constant issue hote hain.,HATE-SPEECH 
Tum log ka approach hamesha alignment issues create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ko uncomfortable bana dete hain.,HATE-SPEECH 
Tum jaise log kaam ke liye inefficient option ho.,HATE-SPEECH 
Aise log kisi bhi team ka confidence gira dete hain.,HATE-SPEECH 
Tum log ka behaviour hamesha disruptive mode mein hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye drag ban jaate hain.,HATE-SPEECH 
Tum jaise log kaam ke culture ke saath fit nahi baithte.,HATE-SPEECH 
Aise log kisi bhi setup ke liye problematic choice hote hain.,HATE-SPEECH 
Tum log ka contribution kaafi unpredictable hota hai.,HATE-SPEECH 
Aise log kisi bhi environment ka smooth flow tod dete hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko undermine kar dete ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye friction point hote hain.,HATE-SPEECH 
Tum log ka mindset hamesha negative angle se hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka performance dip kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke liye unsuitable choice ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye weak link hote hain.,HATE-SPEECH 
Tum log ka approach hamesha unnecessary complexity laata hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye trouble source hote hain.,HATE-SPEECH 
Tum jaise log kaam ke flow ko derail kar dete ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye liability ban jaate hain.,HATE-SPEECH 
Tum log ka behaviour hamesha coordination issues laata hai.,HATE-SPEECH 
Aise log kisi bhi organization ka discipline bigaad dete hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko consistently break karte ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye negative impact hote hain.,HATE-SPEECH 
Tum log ka contribution kaafi weak hota hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye misaligned hote hain.,HATE-SPEECH 
Tum jaise log kaam ke liye wrong approach rakhte ho.,HATE-SPEECH 
Aise log kisi bhi team ka focus repeatedly tod dete hain.,HATE-SPEECH 
Tum log ka mindset hamesha growth ke against hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ka pace slow kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke liye low-priority option ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye unnecessary stress hote hain.,HATE-SPEECH 
Tum log ka behaviour hamesha tension create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ko heavy bana dete hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko follow nahi karte.,HATE-SPEECH 
Aise log kisi bhi team ke liye distraction hote hain.,HATE-SPEECH 
Tum log ka contribution hamesha questionable hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye inefficiency laate hain.,HATE-SPEECH 
Tum jaise log kaam ke culture ko seriously nahi lete.,HATE-SPEECH 
Aise log kisi bhi setup ke liye poor match hote hain.,HATE-SPEECH 
Tum log ka approach hamesha confusion create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye negative presence hote hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ke saath align nahi hote.,HATE-SPEECH 
Aise log kisi bhi team ka output consistently reduce kar dete hain.,HATE-SPEECH 
Tum log ka behaviour hamesha imbalance create karta hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye long-term drag hote hain.,HATE-SPEECH 
Tum jaise log kaam ke liye wrong fit category mein aate ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye unwanted element hote hain.,HATE-SPEECH 
Tum log ka contribution kaafi disappointing hota hai.,HATE-SPEECH 
Aise log kisi bhi environment ka structure weak bana dete hain.,HATE-SPEECH 
Tum jaise log kaam ke flow ko bar-bar disrupt karte ho.,HATE-SPEECH 
Aise log kisi bhi team ke liye energy drain hote hain.,HATE-SPEECH 
Tum log ka mindset hamesha pessimistic hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye negative driver hote hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko lower kar dete ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye recurring issue hote hain.,HATE-SPEECH 
Tum log ka behaviour hamesha off-balance hota hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye mismatch hote hain.,HATE-SPEECH 
Tum jaise log kaam ke liye poor alignment dikhate ho.,HATE-SPEECH 
Aise log kisi bhi team ka performance hit kar dete hain.,HATE-SPEECH 
Tum log ka contribution hamesha below expectation hota hai.,HATE-SPEECH 
Aise log kisi bhi organization ke liye constant blocker hote hain.,HATE-SPEECH 
Tum jaise log kaam ke culture ko damage kar dete ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye inefficient element hote hain.,HATE-SPEECH 
Tum log ka mindset hamesha problem create karta hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye unsuitable presence hote hain.,HATE-SPEECH 
Tum jaise log kaam ke standards ko meet nahi karte.,HATE-SPEECH 
Aise log kisi bhi team ke liye ongoing challenge hote hain.,HATE-SPEECH 
Tum log ka behaviour hamesha resistance create karta hai.,HATE-SPEECH 
Aise log kisi bhi organization ka smooth working disrupt kar dete hain.,HATE-SPEECH 
Tum jaise log kaam ke liye unnecessary complication ho.,HATE-SPEECH 
Aise log kisi bhi setup ke liye misaligned choice hote hain.,HATE-SPEECH 
Tum log ka contribution kaafi underwhelming hota hai.,HATE-SPEECH 
Aise log kisi bhi environment ke liye bad fit hote hain.,HATE-SPEECH 
People like you do not belong here.,HATE-SPEECH 
Those people always bring problems wherever they go.,HATE-SPEECH 
Groups like this ruin the entire environment.,HATE-SPEECH 
People like you lower the overall standard.,HATE-SPEECH 
Those people are never a good fit anywhere.,HATE-SPEECH 
People like you always hold others back.,HATE-SPEECH 
Groups like this create nothing but trouble.,HATE-SPEECH 
People like you should be kept at a distance.,HATE-SPEECH 
Those people never contribute anything positive.,HATE-SPEECH 
People like you make everything worse.,HATE-SPEECH 
Groups like this slow down progress.,HATE-SPEECH 
People like you are a burden to everyone else.,HATE-SPEECH 
Those people always disrupt the system.,HATE-SPEECH 
People like you are not worth taking seriously.,HATE-SPEECH 
Groups like this ruin team balance.,HATE-SPEECH 
People like you do not add any value.,HATE-SPEECH 
Those people are always a negative influence.,HATE-SPEECH 
People like you drag everyone down.,HATE-SPEECH 
Groups like this should be excluded.,HATE-SPEECH 
People like you never meet expectations.,HATE-SPEECH 
Those people cause constant issues.,HATE-SPEECH 
People like you are always out of place.,HATE-SPEECH 
Groups like this make things unnecessarily difficult.,HATE-SPEECH 
People like you do not belong in serious settings.,HATE-SPEECH 
Those people are always in the way.,HATE-SPEECH 
People like you ruin productivity.,HATE-SPEECH 
Groups like this never improve anything.,HATE-SPEECH 
People like you are consistently problematic.,HATE-SPEECH 
Those people bring chaos wherever they go.,HATE-SPEECH 
People like you weaken the whole system.,HATE-SPEECH 
Groups like this are never reliable.,HATE-SPEECH 
People like you cannot be trusted.,HATE-SPEECH 
Those people always mess things up.,HATE-SPEECH 
People like you are a constant problem.,HATE-SPEECH 
Groups like this destroy efficiency.,HATE-SPEECH 
People like you should not be included.,HATE-SPEECH 
Those people are nothing but trouble.,HATE-SPEECH 
People like you always complicate things.,HATE-SPEECH 
Groups like this ruin the workflow.,HATE-SPEECH 
People like you never align with standards.,HATE-SPEECH 
Those people are always dragging things down.,HATE-SPEECH 
People like you cause unnecessary friction.,HATE-SPEECH 
Groups like this are a liability.,HATE-SPEECH 
People like you never pull your weight.,HATE-SPEECH 
Those people slow everything down.,HATE-SPEECH 
People like you are a bad influence.,HATE-SPEECH 
Groups like this damage overall performance.,HATE-SPEECH 
People like you do not fit anywhere.,HATE-SPEECH 
Those people ruin the atmosphere.,HATE-SPEECH 
People like you are consistently disruptive.,HATE-SPEECH 
Groups like this should be avoided.,HATE-SPEECH 
People like you are always the issue.,HATE-SPEECH 
Those people never bring anything good.,HATE-SPEECH 
People like you reduce quality.,HATE-SPEECH 
Groups like this are always a setback.,HATE-SPEECH 
People like you do not belong in this space.,HATE-SPEECH 
Those people ruin group dynamics.,HATE-SPEECH 
People like you create constant obstacles.,HATE-SPEECH 
Groups like this kill motivation.,HATE-SPEECH 
People like you never add value.,HATE-SPEECH 
Those people make everything harder.,HATE-SPEECH 
People like you are always out of sync.,HATE-SPEECH 
Groups like this damage morale.,HATE-SPEECH 
People like you do not deserve inclusion.,HATE-SPEECH 
Those people bring negativity everywhere.,HATE-SPEECH 
People like you undermine progress.,HATE-SPEECH 
Groups like this are always unwanted.,HATE-SPEECH 
People like you hold teams back.,HATE-SPEECH 
Those people disrupt harmony.,HATE-SPEECH 
People like you ruin focus.,HATE-SPEECH 
Groups like this are counterproductive.,HATE-SPEECH 
People like you should not be trusted with responsibility.,HATE-SPEECH 
Those people never respect standards.,HATE-SPEECH 
People like you are always misaligned.,HATE-SPEECH 
Groups like this reduce efficiency.,HATE-SPEECH 
People like you ruin the flow of work.,HATE-SPEECH 
Those people are always a distraction.,HATE-SPEECH 
People like you damage the system.,HATE-SPEECH 
Groups like this never belong.,HATE-SPEECH 
People like you are a constant drag.,HATE-SPEECH 
Those people create unnecessary noise.,HATE-SPEECH 
People like you should be excluded from serious work.,HATE-SPEECH 
Groups like this are harmful to progress.,HATE-SPEECH 
People like you always disappoint.,HATE-SPEECH 
Those people never improve anything.,HATE-SPEECH 
People like you weaken team performance.,HATE-SPEECH 
Groups like this bring instability.,HATE-SPEECH 
People like you are always the wrong choice.,HATE-SPEECH 
Those people make environments toxic.,HATE-SPEECH 
People like you disrupt balance.,HATE-SPEECH 
Groups like this never fit in.,HATE-SPEECH 
People like you are an ongoing problem.,HATE-SPEECH 
Those people lower expectations.,HATE-SPEECH 
People like you reduce effectiveness.,HATE-SPEECH 
Groups like this do more harm than good.,HATE-SPEECH 
People like you ruin outcomes.,HATE-SPEECH 
Those people are consistently negative.,HATE-SPEECH 
People like you damage group effort.,HATE-SPEECH 
Groups like this should stay out.,HATE-SPEECH 
People like you are never helpful.,HATE-SPEECH 
Those people drag everything down.,HATE-SPEECH 
People like you are a mismatch everywhere.,HATE-SPEECH 
Groups like this are a bad influence.,HATE-SPEECH 
People like you ruin structure.,HATE-SPEECH 
Those people cause constant setbacks.,HATE-SPEECH 
People like you do not belong in productive spaces.,HATE-SPEECH 
Groups like this never improve situations.,HATE-SPEECH 
People like you waste everyone?? time.,HATE-SPEECH 
Those people destabilize systems.,HATE-SPEECH 
People like you undermine quality.,HATE-SPEECH 
Groups like this should not be included.,HATE-SPEECH 
People like you are always unwanted.,HATE-SPEECH 
Those people create constant disruptions.,HATE-SPEECH 
People like you damage performance.,HATE-SPEECH 
Groups like this bring nothing but problems.,HATE-SPEECH 
People like you ruin coordination.????,HATE-SPEECH 
Those people never align with goals.,HATE-SPEECH 
People like you are consistently unreliable.,HATE-SPEECH 
Groups like this weaken every setup.,HATE-SPEECH 
People like you destroy momentum.,HATE-SPEECH 
Those people make everything inefficient.,HATE-SPEECH 
People like you are not a good fit anywhere.,HATE-SPEECH 
Groups like this always cause trouble.,HATE-SPEECH 
People like you bring nothing positive.,HATE-SPEECH 
Those people damage productivity.,HATE-SPEECH 
People like you are always a liability.,HATE-SPEECH 
Groups like this should be kept out.,HATE-SPEECH 
People like you disrupt every process.,HATE-SPEECH 
Those people ruin overall standards.,HATE-SPEECH 
People like you are never suitable.,HATE-SPEECH 
Groups like this drag teams down.,HATE-SPEECH 
People like you cause constant friction.,HATE-SPEECH 
Those people undermine every effort.,HATE-SPEECH 
People like you reduce overall value.,HATE-SPEECH 
Groups like this create ongoing issues.,HATE-SPEECH 
People like you should not be included at all.,HATE-SPEECH 
Those people ruin progress.,HATE-SPEECH 
People like you weaken every environment.,HATE-SPEECH 
Groups like this are always problematic.,HATE-SPEECH 
People like you damage group integrity.,HATE-SPEECH 
Those people never belong.,HATE-SPEECH 
People like you ruin collective effort.,HATE-SPEECH 
Groups like this should be excluded entirely.,HATE-SPEECH 
People like you consistently lower the bar.,HATE-SPEECH 
Those people cause endless problems.,HATE-SPEECH 
People like you make everything worse for others.,HATE-SPEECH 
Tum log ka attitude team ke progress ko slow karta hai,HATE-SPEECH 
This kind of behavior creates unnecessary friction in the team,HATE-SPEECH 
Tumhari approach kaafi negative impact daal rahi hai,HATE-SPEECH 
Aise kaam karne se trust build nahi hota,HATE-SPEECH 
Tum log responsibility ko lightly le rahe ho,HATE-SPEECH 
This lack of ownership is not acceptable,HATE-SPEECH 
Tumhara conduct team standards ke against hai,HATE-SPEECH 
You need to be more accountable for your actions,HATE-SPEECH 
Tum log deadlines ko seriously nahi lete,HATE-SPEECH 
This casual attitude hurts overall performance,HATE-SPEECH 
Tumhari communication kaafi unprofessional hai,HATE-SPEECH 
You need to improve the way you speak to people,HATE-SPEECH 
Tum log problems solve karne ke bajaye create karte ho,HATE-SPEECH 
This mindset is blocking growth,HATE-SPEECH 
Tumhari consistency zero ke barabar hai,HATE-SPEECH 
We expect better discipline from you,HATE-SPEECH 
Tum log excuses pe zyada focus karte ho,HATE-SPEECH 
Results pe focus karna seekho,HATE-SPEECH 
Tumhara behavior team morale down karta hai,HATE-SPEECH 
This is not the energy we need,HATE-SPEECH 
Tum log feedback ko seriously nahi lete,HATE-SPEECH 
You must start acting on feedback,HATE-SPEECH 
Tumhari priorities clear nahi hain,HATE-SPEECH 
Get your priorities straight,HATE-SPEECH 
Tum log coordination bigaad dete ho,HATE-SPEECH 
This affects everyone?? workflow,HATE-SPEECH 
Tumhara attitude cooperative nahi hai,HATE-SPEECH 
Learn to work as a team,HATE-SPEECH 
Tum log accountability se bhaagte ho,HATE-SPEECH 
Own your mistakes,HATE-SPEECH 
Tumhari working style outdated lagti hai,HATE-SPEECH 
You need to upgrade your approach,HATE-SPEECH 
Tum log unnecessary drama create karte ho,HATE-SPEECH 
Keep things professional,HATE-SPEECH 
Tumhara tone disrespectful hota hai,HATE-SPEECH 
Watch your tone,HATE-SPEECH 
Tum log effort kam aur complaints zyada karte ho,HATE-SPEECH 
Actions matter more than words,HATE-SPEECH 
Tumhari reliability questionable hai,HATE-SPEECH 
We need dependable people,HATE-SPEECH 
Tum log focus easily lose kar dete ho,HATE-SPEECH 
Stay committed to the task,HATE-SPEECH 
Tumhara performance expectations se neeche hai,HATE-SPEECH 
You must step up,HATE-SPEECH 
Tum log learning ko resist karte ho,HATE-SPEECH 
Be open to improvement,HATE-SPEECH 
Tumhara attitude growth-oriented nahi hai,HATE-SPEECH 
Change your mindset,HATE-SPEECH 
Tum log team ke liye burden ban rahe ho,HATE-SPEECH 
Become an asset instead,HATE-SPEECH 
Tumhara kaam quality standards meet nahi karta,HATE-SPEECH 
Raise your quality bar,HATE-SPEECH 
Tum log clarity ke bina kaam karte ho,HATE-SPEECH 
Ask questions when needed,HATE-SPEECH 
Tumhara approach careless lagta hai,HATE-SPEECH 
Be more thoughtful,HATE-SPEECH 
Tum log responsibility push kar dete ho dusron pe,HATE-SPEECH 
Take charge of your role,HATE-SPEECH 
Tumhara behavior leadership material nahi hai,HATE-SPEECH 
Act more mature,HATE-SPEECH 
Tum log respect earn nahi kar rahe,HATE-SPEECH 
Respect comes from actions,HATE-SPEECH 
Tumhari seriousness missing hai,HATE-SPEECH 
Show more commitment,HATE-SPEECH 
Tum log team culture damage kar rahe ho????,HATE-SPEECH 
Protect the culture,HATE-SPEECH 
Tumhara attitude change hona zaroori hai,HATE-SPEECH 
Change starts with you,HATE-SPEECH 
Tum log better kar sakte ho par effort nahi dikhta,HATE-SPEECH 
Prove your potential,HATE-SPEECH 
Tumhara growth tumhare haath mein hai,HATE-SPEECH 
tone it down fgt you didn't change youtube,HATE-SPEECH 
PROCEED WITH CAUTION: \nThis comment section will give you stage 4 cancer immediately.,HATE-SPEECH 
i am convinced a large percentage of PewDiePie's audience are 12 year old white boys who think they are edgy by saying the N word.,HATE-SPEECH 
"I don't see it as racist, but rather as an accident",HATE-SPEECH 
People mad because he said the n word!? He said it by accident cause everyone does it,HATE-SPEECH 
"Honestly, who is not racist (in their own way) nowadays? Even ppl make jokes of asian having small eyes ...it's common and no it doesnt affect me LOL PLUS HE DIDNT SAY IT OWN PURPOSE ! IF HE REALLY MEANT IT, WHY WOULD HE SAY SORRY :/",HATE-SPEECH 
I forgive you but man i can you blame people for saying the n word we say it ourselves,HATE-SPEECH 
Saying Nigga isn't even bad it's only bad if you say it in a hateful way to black people ALL THE CRY BABIES and immature people stop going at him I guarantee youse you wouldn't say it to idubbz or others but because it's pewdiepie you think you have the right to go full force at him Yet I can see were people are coming from because pewdiepie did start the biggest ad crisis on any platform ever he has to much pressure on  him that's my speech down ðŸ˜‚ðŸ˜‚ btw I do like idubbz it was just an example,HATE-SPEECH 
"say the N word is not alright at all, but people are overreacting waaaaay too much",HATE-SPEECH 
Idubbbz says niggerfaggot in like every single video a year ago and it's hilarious. Everyone's such a boner. Love you Felix,HATE-SPEECH 
say the word cracker.. journos wont care because theres a huge double standard and they hate white people!,HATE-SPEECH 
Blacks folks say that shit with every sentence and when whitey says it on accident without disrespectful thoughts the whole world turns.,HATE-SPEECH 
"I think it is okay, you are sorry about that and it is done. Strange is, that we have here 2 kind of people. 1 which can say this word with N and nothing happen und the other people where everybody get insane. Just think of it.",HATE-SPEECH 
I bet you only 10% of the people getting triggered by him saying the n word are actually black.,HATE-SPEECH 
Hey Felix who care? The context is what matters. We know you are not a racist. Don't feed into these stupid narratives.,HATE-SPEECH 
Ive said some hateful shit while playing video games and i tend to rage to and in that rage i probably shouldn't have said some stuff that i did but idgaf,HATE-SPEECH 
Pewdiepie puts up a sorry video for saying the N word.\n\n90% of the comments are people typing it.,HATE-SPEECH 
It's not like he said Voldemort. Ain't no evil wizards gonna come out if you say the n word,HATE-SPEECH 
If a black american says the n word it's called slang. If a black american can call us white people or typical white girls it's called fun. But if a white person says the n word he's a racist. K den,HATE-SPEECH 
"People give power to the word they don't want to hear. If someone says the N word, let it slide. Because you're the one who's making it a bigger deal. Stop caring and things will cool off",HATE-SPEECH 
Fuck niggers.,HATE-SPEECH 
damn nigga,HATE-SPEECH 
*nigge whut?*,HATE-SPEECH 
Niggers,HATE-SPEECH 
Nigga,HATE-SPEECH 
"Pewdiepie... bumass nigga, lmao.",HATE-SPEECH 
Nigga,HATE-SPEECH 
Fucking nigger,HATE-SPEECH 
fuckniggers,HATE-SPEECH 
